STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TOBS,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020207,39, , ,0,0700,28, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020208,49, , ,0,0700,33, , ,0,0700,34, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020209,52, , ,0,0700,26, , ,0,0700,26, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020210,51, , ,0,0700,26, , ,0,0700,40, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020211,44, , ,0,0700,27, , ,0,0700,27, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020212,32, , ,0,0700,24, , ,0,0700,29, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020213,46, , ,0,0700,26, , ,0,0700,26, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020214,32, , ,0,0700,15, , ,0,0700,16, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020215,41, , ,0,0700,16, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020216,52, , ,0,0700,33, , ,0,0700,37, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020217,49, , ,0,0700,32, , ,0,0700,32, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020218,35, , ,0,0700,20, , ,0,0700,20, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020219,41, , ,0,0700,20, , ,0,0700,23, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020220,51, , ,0,0700,23, , ,0,0700,45, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020221,56, , ,0,0700,45, , ,0,0700,45, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020222,47, , ,0,0700,34, , ,0,0700,34, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020223,37, , ,0,0700,26, , ,0,0700,26, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020224,38, , ,0,0700,21, , ,0,0700,21, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020225,51, , ,0,0700,21, , ,0,0700,41, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020226,62, , ,0,0700,33, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020227,52, , ,0,0700,22, , ,0,0700,23, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020228,28, , ,0,0700,21, , ,0,0700,21, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020301,31, , ,0,0700,21, , ,0,0700,23, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020302,43, , ,0,0700,23, , ,0,0700,36, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020303,46, , ,0,0700,36, , ,0,0700,44, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020304,50, , ,0,0700,17, , ,0,0700,17, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020305,24, , ,0,0700,11, , ,0,0700,13, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020306,38, , ,0,0700,13, , ,0,0700,36, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020307,61, , ,0,0700,36, , ,0,0700,40, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020308,59, , ,0,0700,34, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020309,69, , ,0,0700,35, , ,0,0700,52, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020310,65, , ,0,0700,28, , ,0,0700,28, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020311,34, , ,0,0700,22, , ,0,0700,22, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020312,40, , ,0,0700,22, , ,0,0700,37, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020313,51, , ,0,0700,37, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020314,47, , ,0,0700,35, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020315,66, , ,0,0700,35, , ,0,0700,55, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020316,73, , ,0,0700,55, , ,0,0700,55, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020317,56, , ,0,0700,27, , ,0,0700,28, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020318,36, , ,0,0700,28, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020319,40, , ,0,0700,34, , ,0,0700,36, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020320,45, , ,0,0700,36, , ,0,0700,36, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020321,46, , ,0,0700,32, , ,0,0700,34, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020322,53, , ,0,0700,16, , ,0,0700,16, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020323,26, , ,0,0700,16, , ,0,0700,25, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020324,45, , ,0,0700,25, , ,0,0700,34, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020325,49, , ,0,0700,33, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020326,35, , ,0,0700,29, , ,0,0700,35, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020327,41, , ,0,0700,33, , ,0,0700,33, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020328,38, , ,0,0700,27, , ,0,0700,28, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020329,51, , ,0,0700,28, , ,0,0700,41, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020330,66, , ,0,0700,41, , ,0,0700,46, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020331,62, , ,0,0700,39, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020401,57, , ,0,0700,41, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020402,48, , ,0,0700,36, , ,0,0700,37, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020403,66, , ,0,0700,37, , ,0,0700,49, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020404,50, , ,0,0700,30, , ,0,0700,31, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020405,45, , ,0,0700,27, , ,0,0700,29, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020406,40, , ,0,0700,26, , ,0,0700,28, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020407,40, , ,0,0700,22, , ,0,0700,25, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020408,52, , ,0,0700,25, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020409,62, , ,0,0700,42, , ,0,0700,61, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020410,65, , ,0,0700,42, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020411,63, , ,0,0700,40, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020412,69, , ,0,0700,42, , ,0,0700,47, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020413,66, , ,0,0700,47, , ,0,0700,59, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020414,64, , ,0,0700,46, , ,0,0700,48, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020415,70, , ,0,0700,48, , ,0,0700,60, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020416,77, , ,0,0700,58, , ,0,0700,61, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020417,86, , ,0,0700,58, , ,0,0700,63, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020418,89, , ,0,0700,63, , ,0,0700,70, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020419,86, , ,0,0700,61, , ,0,0700,63, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020420,84, , ,0,0700,59, , ,0,0700,63, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020421,63, , ,0,0700,45, , ,0,0700,45, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020422,48, , ,0,0700,38, , ,0,0700,41, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020423,48, , ,0,0700,34, , ,0,0700,34, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020424,51, , ,0,0700,31, , ,0,0700,36, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020425,64, , ,0,0700,36, , ,0,0700,47, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020426,55, , ,0,0700,39, , ,0,0700,41, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020427,58, , ,0,0700,36, , ,0,0700,39, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020428,61, , ,0,0700,39, , ,0,0700,53, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020429,73, , ,0,0700,41, , ,0,0700,41, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020430,45, , ,0,0700,39, , ,0,0700,44, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020501,58, , ,0,0700,41, , ,0,0700,45, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020502,63, , ,0,0700,45, , ,0,0700,53, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020503,80, , ,0,0700,40, , ,0,0700,43, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020504,54, , ,0,0700,33, , ,0,0700,40, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020505,64, , ,0,0700,39, , ,0,0700,42, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020506,72, , ,0,0700,42, , ,0,0700,51, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020507,72, , ,0,0700,51, , ,0,0700,63, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020508,72, , ,0,0700,51, , ,0,0700,51, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020509,70, , ,0,0700,51, , ,0,0700,53, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020510,60, , ,0,0700,51, , ,0,0700,53, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020511,66, , ,0,0700,44, , ,0,0700,47, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020512,68, , ,0,0700,47, , ,0,0700,53, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020513,66, , ,0,0700,53, , ,0,0700,63, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020514,65, , ,0,0700,44, , ,0,0700,46, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020515,51, , ,0,0700,41, , ,0,0700,48, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020516,65, , ,0,0700,48, , ,0,0700,55, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020517,76, , ,0,0700,55, , ,0,0700,62, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020518,69, , ,0,0700,39, , ,0,0700,39, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020519,50, , ,0,0700,33, , ,0,0700,37, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020520,54, , ,0,0700,33, , ,0,0700,37, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020521,52, , ,0,0700,32, , ,0,0700,36, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020522,59, , ,0,0700,35, , ,0,0700,41, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020523,65, , ,0,0700,41, , ,0,0700,46, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020524,75, , ,0,0700,46, , ,0,0700,63, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020525,77, , ,0,0700,48, , ,0,0700,50, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020526,64, , ,0,0700,50, , ,0,0700,63, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020527,75, , ,0,0700,54, , ,0,0700,58, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020528,81, , ,0,0700,58, , ,0,0700,64, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020529,77, , ,0,0700,64, , ,0,0700,64, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020530,77, , ,0,0700,64, , ,0,0700,67, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020531,84, , ,0,0700,61, , ,0,0700,63, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020601,83, , ,0,0700,60, , ,0,0700,64, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020602,82, , ,0,0700,64, , ,0,0700,66, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020603,75, , ,0,0700,52, , ,0,0700,54, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020604,69, , ,0,0700,54, , ,0,0700,58, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020605,78, , ,0,0700,58, , ,0,0700,68, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020606,85, , ,0,0700,66, , ,0,0700,66, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020607,67, , ,0,0700,52, , ,0,0700,53, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020608,72, , ,0,0700,53, , ,0,0700,57, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020609,76, , ,0,0700,57, , ,0,0700,60, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020610,84, , ,0,0700,60, , ,0,0700,65, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020611,86, , ,0,0700,65, , ,0,0700,69, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020612,85, , ,0,0700,68, , ,0,0700,75, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020613,78, , ,0,0700,67, , ,0,0700,69, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020614,71, , ,0,0700,60, , ,0,0700,60, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020615,64, , ,0,0700,58, , ,0,0700,59, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020616,68, , ,0,0700,57, , ,0,0700,61, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020617,70, , ,0,0700,55, , ,0,0700,59, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020618,75, , ,0,0700,52, , ,0,0700,53, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020619,75, , ,0,0700,53, , ,0,0700,59, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020620,82, , ,0,0700,59, , ,0,0700,64, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020621,82, , ,0,0700,62, , ,0,0700,65, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020622,86, , ,0,0700,59, , ,0,0700,62, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020623,86, , ,0,0700,62, , ,0,0700,69, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020624,89, , ,0,0700,69, , ,0,0700,72, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020625,89, , ,0,0700,66, , ,0,0700,68, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020626,88, , ,0,0700,68, , ,0,0700,73, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020627,86, , ,0,0700,73, , ,0,0700,76, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020628,84, , ,0,0700,66, , ,0,0700,67, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020629,80, , ,0,0700,61, , ,0,0700,63, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020630,81, , ,0,0700,62, , ,0,0700,65, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020701,84, , ,0,0700,65, , ,0,0700,68, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020702,87, , ,0,0700,68, , ,0,0700,74, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020703,92, , ,0,0700,71, , ,0,0700,74, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020704,91, , ,0,0700,71, , ,0,0700,75, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020705,91, , ,0,0700,67, , ,0,0700,68, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020706,81, , ,0,0700,57, , ,0,0700,61, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020707,80, , ,0,0700,57, , ,0,0700,59, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020708,82, , ,0,0700,59, , ,0,0700,64, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020709,88, , ,0,0700,64, , ,0,0700,74, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020710,83, , ,0,0700,68, , ,0,0700,68, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020711,79, , ,0,0700,51, , ,0,0700,56, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020712,74, , ,0,0700,51, , ,0,0700,55, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020713,80, , ,0,0700,55, , ,0,0700,59, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020714,78, , ,0,0700,59, , ,0,0700,67, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020715,81, , ,0,0700,63, , ,0,0700,65, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020716,87, , ,0,0700,65, , ,0,0700,69, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020717,87, , ,0,0700,66, , ,0,0700,69, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020718,92, , ,0,0700,69, , ,0,0700,75, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020719,85, , ,0,0700,69, , ,0,0700,71, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020720,85, , ,0,0700,68, , ,0,0700,70, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020721,84, , ,0,0700,66, , ,0,0700,68, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020722,88, , ,0,0700,68, , ,0,0700,73, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020723,93, , ,0,0700,73, , ,0,0700,76, , ,0,0700
GHCND:USC00368449,STATE COLLEGE PA US,356.6,40.79333,-77.86722,20020724,86, , ,0,0700,62, , ,0,0700,63, , ,0,0700
