46.54818,-96.72231
46.52589,-103.85517
46.53678,-103.60991
46.54735,-103.36459
46.55762,-103.11921
46.56759,-102.87378
46.57725,-102.6283
46.5866,-102.38277
46.59565,-102.13719
46.60439,-101.89157
46.61282,-101.6459
46.62094,-101.40018
46.62877,-101.15443
46.63628,-100.90863
46.64349,-100.66279
46.65039,-100.41692
46.65698,-100.17101
46.66327,-99.92506
46.66925,-99.67909
46.67493,-99.43308
46.68029,-99.18705
46.68536,-98.94099
46.69011,-98.6949
46.69456,-98.44878
46.6987,-98.20265
46.70254,-97.95649
46.70607,-97.71031
46.70929,-97.46412
46.7122,-97.21791
46.71481,-96.97168
46.71712,-96.72545
46.69451,-103.87124
46.70539,-103.62553
46.71598,-103.37977
46.72625,-103.13395
46.73623,-102.88808
46.74589,-102.64216
46.75525,-102.39618
46.76429,-102.15015
46.77304,-101.90409
46.78148,-101.65797
46.78961,-101.41181
46.79743,-101.16561
46.80495,-100.91936
46.81216,-100.67309
46.81907,-100.42677
46.82566,-100.18041
46.83195,-99.93402
46.83794,-99.6876
46.84362,-99.44115
46.84899,-99.19466
46.85405,-98.94816
46.85881,-98.70162
46.86326,-98.45506
46.8674,-98.20847
46.87124,-97.96187
46.87477,-97.71525
46.87799,-97.46861
46.88091,-97.22195
46.88352,-96.97527
46.88583,-96.72858
46.86291,-103.88737
46.8738,-103.64122
46.88439,-103.39501
46.89467,-103.14874
46.90464,-102.90243
46.91431,-102.65606
46.92368,-102.40964
46.93273,-102.16317
46.94148,-101.91666
46.94992,-101.67009
46.95805,-101.42348
46.96588,-101.17683
46.9734,-100.93015
46.98062,-100.68342
46.98753,-100.43665
46.99413,-100.18985
47.00042,-99.94301
47.00641,-99.69614
47.01209,-99.44924
47.01746,-99.20231
47.02253,-98.95535
47.02729,-98.70837
47.03174,-98.46136
47.03589,-98.21432
47.03973,-97.96727
47.04326,-97.72019
47.04649,-97.47311
47.0494,-97.226
47.05201,-96.97887
47.05432,-96.73174
47.03108,-103.90356
47.04198,-103.65696
47.05257,-103.4103
47.06286,-103.1636
47.07284,-102.91683
47.08251,-102.67001
47.09188,-102.42315
47.10094,-102.17623
47.10969,-101.92927
47.11814,-101.68226
47.12628,-101.4352
47.13411,-101.1881
47.14163,-100.94096
47.14885,-100.69379
47.15576,-100.44657
47.16237,-100.19932
47.16866,-99.95203
47.17466,-99.70471
47.18034,-99.45736
47.18571,-99.20998
47.19078,-98.96257
47.19555,-98.71513
47.2,-98.46767
47.20415,-98.22019
47.20799,-97.97269
47.21152,-97.72516
47.21475,-97.47762
47.21767,-97.23006
47.22028,-96.98248
47.22259,-96.7349
47.19902,-103.9198
47.20993,-103.67275
47.22053,-103.42565
47.23082,-103.1785
47.2408,-102.93128
47.25048,-102.68402
47.25985,-102.43671
47.26892,-102.18934
47.27767,-101.94193
47.28612,-101.69447
47.29427,-101.44696
47.3021,-101.19941
47.30963,-100.95182
47.31685,-100.70419
47.32376,-100.45653
47.33038,-100.20882
47.33667,-99.96108
47.34267,-99.71331
47.34835,-99.46551
47.35373,-99.21767
47.3588,-98.96982
47.36357,-98.72193
47.36803,-98.47401
47.37218,-98.22608
47.37602,-97.97813
47.37955,-97.73015
47.38278,-97.48215
47.3857,-97.23414
47.38832,-96.98611
47.39062,-96.73808
47.36675,-103.9361
47.37766,-103.68861
47.38826,-103.44106
47.39856,-103.19345
47.40855,-102.94579
47.41823,-102.69807
47.4276,-102.45031
47.43668,-102.20249
47.44543,-101.95463
47.45389,-101.70672
47.46204,-101.45876
47.46988,-101.21076
47.47741,-100.96272
47.48463,-100.71464
47.49155,-100.46652
47.49816,-100.21836
47.50446,-99.97017
47.51046,-99.72195
47.51615,-99.47369
47.52153,-99.2254
47.5266,-98.97709
47.53137,-98.72875
47.53583,-98.48038
47.53998,-98.23199
47.54383,-97.98358
47.54736,-97.73515
47.55059,-97.4867
47.55352,-97.23824
47.55613,-96.98975
47.55844,-96.74126
47.53424,-103.95247
47.54515,-103.70453
47.55576,-103.45652
47.56606,-103.20847
47.57606,-102.96035
47.58574,-102.71218
47.59512,-102.46397
47.60419,-102.2157
47.61296,-101.96738
47.62142,-101.71901
47.62957,-101.4706
47.63741,-101.22215
47.64495,-100.97366
47.65218,-100.72512
47.6591,-100.47655
47.66571,-100.22794
47.67202,-99.97929
47.67802,-99.73061
47.68371,-99.4819
47.68909,-99.23316
47.69417,-98.98439
47.69894,-98.7356
47.7034,-98.48677
47.70755,-98.23793
47.7114,-97.98906
47.71494,-97.74017
47.71817,-97.49126
47.72109,-97.24235
47.72371,-96.99341
47.72602,-96.74445
47.70151,-103.96889
47.71243,-103.7205
47.72304,-103.47205
47.73335,-103.22353
47.74334,-102.97497
47.75304,-102.72634
47.76242,-102.47767
47.7715,-102.22895
47.78027,-101.98018
47.78873,-101.73135
47.79688,-101.48249
47.80473,-101.23358
47.81227,-100.98463
47.8195,-100.73564
47.82642,-100.48661
47.83304,-100.23755
47.83935,-99.98844
47.84535,-99.73931
47.85104,-99.49014
47.85643,-99.24094
47.86151,-98.99171
47.86628,-98.74246
47.87074,-98.49319
47.8749,-98.24388
47.87875,-97.99456
47.88229,-97.74522
47.88552,-97.49585
47.88845,-97.24647
47.89106,-96.99708
47.89338,-96.74767
47.86853,-103.98538
47.87946,-103.73653
47.89008,-103.48762
47.90039,-103.23866
47.91039,-102.98963
47.92009,-102.74055
47.92947,-102.49142
47.93856,-102.24225
47.94733,-101.99302
47.9558,-101.74374
47.96395,-101.49442
47.9718,-101.24506
47.97934,-100.99565
47.98658,-100.7462
47.99351,-100.49672
48.00013,-100.24719
48.00644,-99.99763
48.01244,-99.74804
48.01814,-99.49841
48.02353,-99.24876
48.02861,-98.99907
48.03338,-98.74936
48.03785,-98.49962
48.04201,-98.24986
48.04586,-98.00008
48.0494,-97.75027
48.05263,-97.50045
48.05556,-97.25061
48.05818,-97.00076
48.06049,-96.75089
48.03534,-104.00192
48.04627,-103.75262
48.05689,-103.50325
48.06721,-103.25383
48.07721,-103.00435
48.08691,-102.75482
48.09631,-102.50523
48.10539,-102.2556
48.11417,-102.00591
48.12263,-101.75618
48.1308,-101.5064
48.13865,-101.25658
48.1462,-101.00671
48.15343,-100.75681
48.16037,-100.50686
48.16699,-100.25687
48.17331,-100.00685
48.17931,-99.7568
48.18501,-99.50671
48.1904,-99.2566
48.19548,-99.00645
48.20026,-98.75628
48.20473,-98.50608
48.20889,-98.25586
48.21274,-98.00562
48.21628,-97.75535
48.21952,-97.50507
48.22245,-97.25477
48.22506,-97.00445
48.22738,-96.75412
48.20191,-104.01853
48.21284,-103.76877
48.22347,-103.51894
48.23379,-103.26907
48.2438,-103.01913
48.25351,-102.76913
48.2629,-102.51909
48.27199,-102.269
48.28077,-102.01885
48.28925,-101.76866
48.29741,-101.51842
48.30527,-101.26814
48.31282,-101.01781
48.32006,-100.76744
48.32699,-100.51704
48.33361,-100.26659
48.33994,-100.01611
48.34594,-99.76559
48.35165,-99.51505
48.35704,-99.26447
48.36213,-99.01386
48.3669,-98.76323
48.37137,-98.51257
48.37553,-98.26188
48.37939,-98.01118
48.38293,-97.76044
48.38617,-97.5097
48.3891,-97.25893
48.39172,-97.00816
48.39403,-96.75736
48.36823,-104.0352
48.37917,-103.78498
48.3898,-103.5347
48.40013,-103.28436
48.41014,-103.03396
48.41985,-102.78351
48.42926,-102.533
48.43835,-102.28245
48.44713,-102.03184
48.45561,-101.78118
48.46378,-101.53048
48.47164,-101.27974
48.47919,-101.02895
48.48643,-100.77812
48.49337,-100.52725
48.5,-100.27634
48.50632,-100.0254
48.51233,-99.77442
48.51804,-99.52341
48.52343,-99.27237
48.52852,-99.0213
48.5333,-98.7702
48.53777,-98.51907
48.54193,-98.26793
48.54579,-98.01675
48.54934,-97.76556
48.55257,-97.51435
48.5555,-97.26312
48.55812,-97.01188
48.56044,-96.76062
48.53433,-104.05193
48.54528,-103.80125
48.55591,-103.55051
48.56624,-103.2997
48.57626,-103.04884
48.58597,-102.79793
48.59538,-102.54696
48.60447,-102.29594
48.61326,-102.04488
48.62174,-101.79375
48.62991,-101.54259
48.63778,-101.29138
48.64533,-101.04013
48.65258,-100.78883
48.65952,-100.53751
48.66615,-100.28613
48.67247,-100.03472
48.67849,-99.78328
48.6842,-99.53181
48.68959,-99.2803
48.69468,-99.02876
48.69946,-98.7772
48.70394,-98.5256
48.7081,-98.27399
48.71196,-98.02235
48.71551,-97.7707
48.71875,-97.51902
48.72168,-97.26733
48.7243,-97.01562
48.72662,-96.76389
48.71113,-103.81757
48.72177,-103.56637
48.73211,-103.3151
48.74213,-103.06378
48.75185,-102.81241
48.76125,-102.56097
48.77035,-102.30949
48.77914,-102.05796
48.78763,-101.80637
48.7958,-101.55475
48.80367,-101.30307
48.81123,-101.05135
48.81848,-100.79959
48.82542,-100.54779
48.83205,-100.29596
48.83838,-100.04408
48.8444,-99.79218
48.85011,-99.54023
48.85551,-99.28825
48.8606,-99.03625
48.86538,-98.78422
48.86986,-98.53217
48.87402,-98.28008
48.87788,-98.02798
48.88143,-97.77585
48.88467,-97.5237
48.8876,-97.27155
48.89023,-97.01936
48.89254,-96.76717
48.87675,-103.83396
48.8874,-103.58229
48.89774,-103.33057
48.90776,-103.07878
48.91748,-102.82693
48.9269,-102.57504
48.936,-102.32309
48.94479,-102.07109
48.95328,-101.81904
48.96146,-101.56695
48.96933,-101.3148
48.97689,-101.06261
48.98415,-100.81039
48.99109,-100.55812
48.99773,-100.30582
