     X           Y
 -1.64380018 -2.384324561
 -0.92704792  6.613994452
  5.84458915 22.512242803
 11.78265738 32.397241339
  1.24707175 -2.628765156
  6.64372811 23.337276671
 10.81883991 29.188738696
  7.48338918 30.812781577
  2.85296251  4.619719208
  6.64176849 18.825135310
 11.71110374 28.740592560
 12.12246398 31.381424669
  5.96481462  6.218730679
  4.58285334  3.027070871
  2.31347890 -3.554183510
  6.98095200  8.942817109
  9.18705013 16.613230260
 11.89683746 31.755027703
  4.67025970 11.778088537
  0.49611775  4.477137601
  0.85050843 -5.814103174
  3.06809008  9.288470110
  9.08999680 30.030556891
  2.37127997  4.849057384
  3.15694299 -2.779937554
  8.12378063  6.810929948
  8.24219186 18.621807776
  5.38442629  6.019367626
  6.97099162 19.779075242
 11.25580150 22.183034463
  5.38983582 16.241790890
  7.04883414  8.658966798
  7.67783398 12.212192717
  3.38518655  1.128686047
 -0.72290071 15.833687329
  8.44384207 31.237338905
  2.34022047 -2.573596190
  1.54226874  9.655068179
 -0.47308937 -1.360630935
  6.10026317 11.720012961
 -4.26502324 -5.005372059
  5.06808560 11.013748207
  8.89149872 30.927317638
  6.30264851 24.044494412
  9.45578987 29.549367213
  4.81573865 15.108360225
  6.52989932 15.016253209
  5.09796790 13.016610047
  0.01754977 -7.836556305
  2.99423351  2.860907027
  7.76056304 14.005527230
  5.06300797  6.143511030
 12.34101261 32.220562240
  4.69009997 14.746088988
  4.33759840  7.362688243
  3.78637735  2.662929412
  6.38890971 23.339174979
  5.39086995 18.489359721
  5.39084375 -1.082066396
 -1.00993070 -6.933202172
  9.44848160 24.812795735
  5.67175563 18.257988463
 -0.50239670  3.375226444
 -2.44629456 -6.717326774
 -1.32232703 -0.820930278
 -0.08288703  7.453844206
 -0.07497091 -2.834520121
  4.93333739  5.918798754
  0.76015272 -1.856151161
  6.04523498  1.450156342
  1.46696759 -1.115785456
  2.89715203 12.628404446
  7.13818311 22.602053522
 -0.90016498 -4.328382432
  4.38524492 12.281485406
  8.92318384 29.161364785
  3.89509962  8.238846202
  1.99638636 -7.145450757
  2.46560845 -2.344901682
  4.76821650  4.765671826
  1.81265944  0.679066420
 -0.29144888  0.766644540
  3.11175945  0.004189099
  3.08909088  3.563585738
  0.50693724 -2.040180195
  9.03945805 29.599869780
  5.46051276  4.822526607
  7.75035506 14.268472953
  7.04323624 20.885824378
  0.20716179 -7.385996015
  4.49374127 -1.438453347
 -1.98299862 -4.118385563
  7.46868746 30.281745686
  8.43720927 19.119335551
 -0.90204744 -0.059155501
  6.71312364 12.743443196
  2.73349893 11.599796138
  4.83006950  6.174000973
  9.54704340 31.050046791
  3.54704233 -2.658985549
 10.79276850 25.333497592
  0.47753412 -2.180116289
  5.23462669 12.099890854
 -2.18810153  1.153137403
  1.40768834  2.830188827
  5.99323341 26.791506760
  7.60809439 20.135418293
  2.64413262  3.098413851
  4.47961477  8.893901968
  0.45450167 -4.425778074
  5.44140854 10.031047663
  9.38405848 32.660181291
  9.95563091 20.176292537
  2.83784779 20.781227867
  3.84349597  4.187928414
  8.28596602 12.297325022
  7.68927574 33.405913848
  6.95831159 26.099935164
  8.74034506 31.915605938
  8.30649901 23.422889587
  7.34443301 26.237891105
  1.75485656  4.535669541
 11.47419651 23.345084451
 10.10722552 32.308446046
  5.12015664  6.329527221
 -1.95100388  7.267301128
 10.37829334 24.324896996
  3.39551695 -3.415560172
  2.67175215  6.844336287
  3.97620668 12.418935309
  4.90267195 -1.212375943
  5.90448977 18.601662806
 11.77797148 33.319075332
 11.07028420 29.452733795
  1.44792121 -2.335597817
  4.83713341 17.108065251
  1.00324099  9.630812610
  2.48500446 18.778719548
  2.64793759  1.453195705
  5.23205133 13.696519798
  0.71206203 -1.636216606
  4.95350940 10.899701272
  8.20318314 25.453237508
  4.18017292 10.159137948
  0.73722779 -6.121711196
 10.43598868 22.740580009
  4.81246477 10.985576784
 11.41332586 30.727433008
  3.80095735  0.838736175
 11.92994361 30.899458020
  1.02725803 -2.218036606
  6.88491336 30.433918896
  3.79842489 10.920379883
  1.56633262 -2.846038591
  2.79398532  7.417848701
  8.03505755 24.855973477
  4.09823636  3.839599255
  4.31924958 17.067201611
  4.52880044 29.883738510
  4.75020532 -3.291059397
  7.89820846 23.693724632
  9.08858304 21.590735881
  4.01539413  9.831203060
  4.55654634 10.036724676
  1.31539238 12.919148411
 10.00081841 32.346860275
  3.24039377  4.557728603
  0.40475987  1.687738609
  3.14345910  8.261317654
  6.02236149  8.222508461
  9.58694362 28.393965509
  1.26573518 -0.691686601
  5.67139472 14.836163094
  1.60371929  9.026510421
  7.98650928 17.788048038
  2.74415047 18.170445296
  7.77675901 33.486119253
  3.67498651  3.733948398
  4.71275945  0.303335631
  4.50284100 26.047089356
  9.51933486 26.608842751
  1.81837769 -1.497419378
  9.56255815 30.855176180
  0.22089896 -1.407637882
 -0.27567299  0.938587467
  9.55585504 30.920860622
  7.48310141 14.887884318
 -1.42864560 -1.326629117
  1.38227228  5.230418324
  9.87395849 19.734088383
  0.70305538  3.400182388
 -1.73657608  2.701120420
  1.51338360  0.749182389
  7.27716415 17.866236983
  1.87613932 -2.816472577
  7.79688110 33.521482685
  9.66408549 29.491623144
  9.08219504 30.372210960
  9.07977402 22.068809224
  4.30545946  7.160471422
  9.19694891 26.416039070
  0.76243890 -5.605846941
 10.21918917 28.317385187
 11.45717677 34.044495717
 -1.00024959  8.589218785
  8.51202716 24.489081262
  5.23461772 21.087930551
  7.78490978 21.240111639
  7.38775552 15.574203234
  4.04993344 14.335386282
  1.46419555  2.424380893
  6.77758546 18.367265286
 11.39878160 27.269411769
  4.54929130 10.227528945
  5.44485095 15.438232724
  5.53724034 20.382954999
  0.37631469 -1.292471035
  3.16513082  7.136208276
  0.87881299  9.618940436
  3.32131839 -5.960567174
  8.65480959 34.929587703
  4.38183565 24.673337542
  8.75941616 28.727930605
  8.87519088 30.138868274
 -2.85937246 -1.268923061
  7.88697743  9.948585360
  3.14421400 13.794143689
 -1.65659770 -2.643728963
  8.91948168 27.550481243
  9.46287231 26.827060405
  0.12971874 -4.648039822
  5.27631651 10.696691277
  7.00077891 28.769209534
  2.32583903 -2.187612828
  3.56557888  1.233692236
  5.21051630 18.429632005
  7.59372018 17.255410329
  4.64041229  2.761742493
  2.76595548 10.314895936
  4.62742664  9.315869107
  7.44615261 31.857526287
  5.69635375 -5.552789208
  1.61379999 -3.827647745
  9.57153949 33.002720230
  3.44421567 11.964150917
  3.26159058  6.127752355
 -0.49998292 -4.350752113
  0.66884524 -5.629972118
  7.74533256 18.065642964
  4.75490147 15.102625587
  8.24591340 31.549747569
  2.77928420 16.778880897
  1.78731060 -5.166122337
  2.28865743  0.699829969
  4.33133409 13.868242924
 -1.08286751 -8.571457602
  4.93131369 10.274834314
 -0.14112352  4.012575329
  6.43862916 33.552908443
  4.26791349 21.953844919
  0.90827793 -3.501580323
  6.34330011 12.617858083
  8.33188292 20.798071501
  3.47864476 14.609940212
 12.38749599 32.444833953
  4.83388766 20.854960390
  2.98584369  8.235877364
 -0.28889843 -3.332459446
  2.71962689  2.861026928
  5.13391975 28.408763483
  6.72942575 12.131974420
  7.39274372 13.656890566
  8.87457537 20.445666152
  7.43914933 22.273805352
  3.86653907  0.150445112
  9.46816360 27.421510395
 11.38587552 31.830354955
  6.23977665 18.701376537
  5.60700991 16.270743978
 -2.32888219 -1.140511356
 -1.05772724 -4.429752036
 10.80383179 27.207253552
  1.54365266 -1.348636422
 -2.21000250 -5.989579969
  7.47461348 30.733860482
  1.81789226  7.081127806
  5.88701757 -1.682760848
  3.63184558 10.186107966
  3.30628330 11.520057206
  0.15514094  8.911748283
  1.36635659 15.962374425
 10.90695808 23.845897237
 -1.15079802 -5.932723456
  8.78417638 12.800875145
  6.22454677 21.249630559
  1.92775648 20.129878035
 11.01942325 17.995201949
  2.55738207 13.168222330
  8.68255973 30.694724405
  4.21380854 10.310722121
  8.25519052 27.935946235
  4.52911381 24.938410314
  2.30484207 12.941228828
 11.53270646 28.702237910
  3.25430727 11.064926726
  1.73716126 -9.463832995
 10.69318172 22.798014249
  5.60756167 25.095565069
  0.46046557 -0.717239375
  2.47486775 18.849068641
  9.21954586 16.092864819
  1.84079373  6.509598518
  5.62317567 22.158269382
  5.56410104 27.950506965
  8.57366830 25.714250822
  6.70745550  7.583710274
  1.73805364 -3.966215452
  3.07975354  9.327487999
  5.94261468 29.183533845
 11.02530991 23.968015601
  8.96994294 23.484462729
  9.49054394 33.534903836
 12.34782849 34.035116025
  8.66143987 18.947915251
 -0.63066239 -4.539456511
  0.91290608  6.202111051
  4.70311438  0.000188663
  2.55839796 -1.141858797
 -0.57060374 -1.840554403
 10.01104069  7.981953163
 -1.72943070  4.208656096
  1.72024936 -0.805081609
  8.49529408 16.604024575
  6.94312921  8.940802053
 11.50844770 33.032096925
  6.83019502 20.960268617
  4.86525468  6.578289927
  3.08662957 -0.804733973
  1.09863446 -1.188435997
  8.20550487 35.826726171
  6.22525419 12.078546454
  4.91738130 14.902302663
  6.73839394 23.547396142
  9.21433115 30.432303502
  5.74469857 15.961108345
 -3.84120721 -5.955261544
  8.21049916 30.223442230
  8.93114144 24.068234684
  6.28667445  8.669155034
 -1.60115673 -1.804072848
 -0.80457549 -4.569278906
  3.32529071 25.574710077
 10.28634023 22.894665420
  6.55755581 18.192440491
  2.91032766 -1.887983365
  2.29171594  2.439683241
  7.74136820 26.444853193
 11.02707949 27.368052268
  6.49364779 19.270798787
  4.11311333  5.082903095
  7.74901407 15.385607260
 -0.37363792  5.467165318
 10.19521147 31.378282443
 -3.38800481 -0.030775313
  3.62651170 11.344686106
  1.41523046  1.403013023
  2.69598682 -4.629935260
  8.86414509 21.541614740
  4.05861094 12.603736703
  6.36306907 20.723972758
  4.45114772 10.298003054
  6.39983501 30.692181245
  6.01336787 23.039390135
  0.99685678  7.765420144
  6.41934430 31.733588440
  5.41771187 18.386225189
  0.31572290 -4.580463163
  2.82819021 17.943585471
  5.08888336  9.948052842
 -0.56668735 -5.533504544
  5.90265351 14.281748281
  9.90843509 33.484074512
  6.33933107 22.908311767
  1.64490428 14.571994553
 -0.76579654  1.523728073
  2.69910957 25.471505937
  9.24350393 21.212725560
  7.58112503 26.945872738
 10.35830410 18.757990939
  1.88659035 10.876127326
  7.91445247 12.284840615
  5.95096519  5.754098398
  2.98987757  9.984461985
  9.57068859 28.013762420
 10.45054152 32.670150394
  1.18136265 -2.733599123
 10.51218020 23.800931960
  9.19750821 32.819923938
 13.80340210 29.839987953
  1.11477531  8.454076343
  6.56412635  5.600923483
  8.46149507 29.569510542
  1.77498221 -1.230556338
  9.20425219 30.105681111
  3.19533239  6.524807250
  5.15445129 11.798191443
  7.22352086 12.323927532
  7.21005803 22.599982482
  6.77576617  9.040680726
  1.75487110 -2.041114607
  3.75094071  4.381696872
  6.15958767 16.527441297
 -0.27578929 -1.486344054
  8.93249950 27.063340923
  4.11229929  2.734268040
  7.02233606 16.152454023
  3.35688703 -0.406490630
  6.71413995  6.520645651
  6.92484701 16.035122973
  2.87127515  1.479115812
  9.45433530 20.007272783
  4.72858183 10.388355414
  7.36533165 32.062071749
  6.78922432 26.950545745
  2.39980613  7.228985821
  0.27445264  4.240006962
 11.12171230 26.278668821
  3.33064380 12.716716270
  5.39672772  6.422361303
  5.74624850 -3.685039012
 -0.15756762 -3.160068609
  7.63479078 23.782958374
  5.52992001 20.079247582
 14.88392409 30.586244630
  0.85910313  5.542395792
 11.68506971 29.282721892
  3.75903572 -0.593892729
  9.78612018 28.451138782
  4.29566754  3.408023100
  1.53351582 -4.777441573
  9.83672057 28.294270476
  5.06529163 21.614568273
 10.32482031 31.583226560
  6.00911299 20.481402060
 14.11157177 27.647744015
  5.08372876  5.819870937
  5.60469671 12.869078867
  1.23756974 17.338518345
 -1.70340623 -3.825816052
 -0.01548068  2.707058866
  4.70651219 15.744383369
  6.37901605 26.420640357
  9.95966979 27.586355237
  3.24334316  3.997090769
  7.39098944 27.770399165
  2.96226904 -2.984320379
  2.01647469 16.944526342
  3.41985006  4.924660231
  7.60608506 13.686348341
 11.28726134 29.707847308
  1.58271657 -2.240549082
  2.82360857  6.447832947
  6.34963571 20.505814046
  6.81928816 25.648309258
  4.37326354 12.718242002
  5.57311083 26.440951047
  4.87777205 14.744355983
  5.48578052 16.194122600
  3.08532061  8.289382118
  1.39633228  4.826902169
 -2.02698175 -5.376950696
  2.20596753  5.869375923
  6.21202893  3.941533454
  6.58525296 25.591786298
  6.50849133 24.366006429
  7.00064707 -0.736461820
  1.24074975 14.217743750
  6.25746065 17.226881280
  6.38742784 12.380527462
  2.90374135 10.675500903
  6.62836017  9.480206262
  1.72847193 -5.684352465
  9.29995322 30.672489149
 -1.54029590 -1.014380975
  5.72044286 14.711408184
  7.56015012 25.752961331
  4.21205365 17.218658925
  4.54409160  9.877268915
  6.75182965 12.077282734
  7.73261107 27.938442976
  3.37468785  1.384923539
  4.68245033 31.185272651
  6.21198521 12.763039883
  8.15544349 31.230694478
  9.58247074 27.712819087
  9.80406159 26.019012305
  7.04480513 20.017299590
  6.65798768 19.580643581
 -4.52784994 -3.608597625
  1.80114252  8.375883557
  6.80654880 12.618569070
  6.59518178 31.268372913
  6.89748027 22.880552456
  7.85296977 22.529625499
  3.99326057 13.175380798
 -0.49966242 -1.798961336
  4.90863056 25.734163776
  4.91007766  8.279513241
  0.49984391 11.540686787
 -1.57548374 -7.515247720
  1.24247584 -2.082703554
  2.29548273  9.848152967
  7.34557389 21.351277296
  1.76803256 -7.273788558
  6.07215446 16.699665369
  9.33029752 28.607198214
 10.26438746 20.730306896
  2.40276990  5.581355130
  9.08167394 25.453958701
 -0.63176464  6.011672500
  5.84432311 12.207320063
  2.80772153  9.297610496
 -1.93207320 -6.036796971
  9.30276618 25.243888643
  5.43862130 13.539556275
  9.40286253 22.017396196
 -1.30927079 -7.594352597
  2.34525767 22.319283492
  3.30282066  6.867429107
  4.72118996  2.285058462
 13.38798099 26.001230742
  2.63833562 -1.435064982
  2.54744472 -6.714363692
  2.25591231  8.163743919
  6.12906986 15.597932439
  5.14395238 15.468722334
  3.55783372  5.894965656
 -0.31480899  2.466264042
  3.04882232  7.516973814
  1.80624954 10.538093858
  8.44672595 26.292524635
  2.11962719 -0.935760846
  6.87321299 19.448909346
  3.68946449  9.877944975
  8.54501484 29.448809651
  2.22683443 16.614059457
  0.84049762 -3.999348745
  0.86896096 10.417944816
  1.89204516 -1.493523103
  7.85109997 10.729496069
  3.65974704  1.705220154
 12.57300147 32.047683448
  7.19005047 10.027571156
  7.11153418 23.357026512
  2.30919523  0.668467958
  5.01276036 28.417886517
  3.84901155  0.834179882
  0.34124696 -5.466483500
  3.52993050 -2.708014795
  1.91037459 17.172968810
  9.56581565 21.822836122
  7.75320770 26.558538319
  9.93604057 20.998551218
  4.73595220 11.637504380
  6.92665248 25.479027665
  1.16266411 -5.774657979
  9.84461754 36.126052746
  5.09651480 20.410444374
  2.49551229 12.385898924
  5.10404976 -6.696664210
  5.63403250 25.022026738
  3.20464275 -0.413835794
  9.57172467 33.440995223
  7.03678233 33.612461361
  4.34426834 21.889258686
  4.33207022 22.149223066
  1.91278994 11.078841883
  5.63263591 29.374094619
  3.02644307  3.062541934
  5.73075599 18.838211912
  6.92159881  4.241436901
  5.82789470 14.927243284
  3.75278718 -6.752803812
  2.78205481  1.907737108
  2.27025550 -5.641071934
 10.37859713 29.683849046
  2.62332462  8.823601590
  7.02655911 10.876380250
  6.23634207 17.811033851
  4.44021701  2.454234914
  3.56298518 13.109140368
 10.07388432 22.983601791
  2.85870063  5.888472149
