48.75845,-98.64958,202
46.23551,-97.13544,181
48.2962,-98.50029,203
48.02156,-99.89593,188
47.95823,-99.42591,188
46.59841,-102.98114,188
46.02917,-99.91062,180
46.59261,-99.14167,181
46.6313,-97.9447,195
46.69639,-102.07556,188
47.15081,-98.44658,195
46.5137,-102.90624,198
47.85148,-103.19856,204
46.22463,-101.66622,189
45.99336,-97.06922,200
47.34575,-97.21727,194
48.28178,-98.83951,198
46.77546,-97.0227,201
46.26987,-103.32848,198
46.48642,-103.01004,198
47.09026,-103.91981,189
47.80458,-103.18431,204
48.2936,-97.92377,196
48.8874,-103.2024,204
47.91873,-98.33507,189
47.64598,-99.74128,197
46.92341,-98.98812,184
46.59875,-103.00969,198
47.03269,-101.78574,179
47.89475,-100.92895,200
46.41874,-96.73601,194
48.29622,-98.52437,203
47.05725,-101.91222,201
46.05141,-96.73137,180
46.90757,-102.99922,191
47.35696,-101.92397,201
46.32617,-102.58565,188
47.16747,-97.79267,185
46.90332,-100.92314,193
48.82066,-100.51924,198
46.89436,-98.08063,198
46.6023,-102.19719,200
46.87704,-101.78117,185
48.00348,-97.97179,203
47.44249,-98.09221,195
47.03349,-101.42635,188
47.81926,-100.95721,205
48.19153,-99.54578,187
46.30886,-103.51963,190
46.48747,-96.75214,201
48.31111,-98.19669,197
48.4451,-103.18972,204
46.33995,-102.74494,204
46.25361,-97.17016,189
47.85135,-103.19857,204
47.26,-103.94,200
48.53927,-103.18986,204
46.9632,-103.1927,195
46.86525,-101.57501,185
48.48536,-98.04485,192
48.76131,-98.29382,202
48.50691,-97.62331,204
46.64478,-102.3484,197
46.55296,-96.79549,187
46.35225,-103.21723,198
48.23348,-100.15023,200
46.40399,-96.73571,190
46.87517,-102.45359,191
48.82096,-100.84643,198
47.92006,-99.15487,187
48.31037,-98.03743,197
47.74454,-98.13147,195
47.2797,-100.2198,195
46.1267,-103.0786,186
48.79035,-99.00747,218
48.30312,-100.10664,200
47.32567,-97.74547,188
47.44226,-98.29418,195
48.7039,-99.25213,201
48.48132,-103.18971,204
46.16633,-97.27804,200
46.22557,-97.55618,181
47.9626,-99.5977,188
46.40583,-102.56057,174
46.97353,-96.87517,187
47.95958,-100.92944,200
48.06469,-99.61647,200
48.35438,-98.90959,203
46.49731,-98.32686,182
48.89446,-102.57267,199
46.15328,-96.8454,187
46.12474,-100.94924,197
47.8193,-101.32537,202
47.41751,-98.43546,195
46.92123,-98.19703,195
47.55115,-98.32931,191
47.81933,-101.16216,205
46.46803,-103.13573,204
46.4421,-97.53184,197
48.48125,-103.18978,204
46.81855,-103.12662,197
46.063,-96.61709,186
46.99857,-97.79123,185
46.26172,-96.92233,200
47.05546,-101.05952,193
47.43242,-102.05696,198
46.70544,-99.91234,181
48.89431,-102.27291,199
48.19904,-97.86041,200
48.821,-100.50068,195
48.30363,-98.87636,198
46.62954,-99.15342,187
46.89,-103.98,200
46.29333,-96.73509,187
46.05142,-97.73135,186
46.64651,-99.63242,184
48.75815,-98.80316,202
48.16101,-101.9653,204
48.40162,-98.01747,207
46.12263,-97.63337,197
47.59507,-97.06958,190
46.41351,-99.28027,181
46.61895,-98.45237,182
48.06463,-99.75297,200
47.09862,-100.50165,186
47.29859,-98.42562,198
47.50303,-98.56388,199
48.30776,-97.8604,200
46.38419,-98.30655,182
46.08056,-97.60676,189
47.81924,-101.40044,202
46.2856,-102.26607,191
47.90859,-98.11855,208
46.24711,-96.78218,187
47.76181,-101.42196,202
47.89477,-100.92893,203
48.2891,-99.07038,203
48.05097,-98.55207,208
47.35338,-97.24033,187
47.70586,-99.61874,194
46.82199,-97.55588,201
46.70274,-101.46745,189
46.61745,-102.26033,197
46.593,-103.01282,190
47.30632,-101.78544,193
46.78917,-103.27216,190
48.15303,-101.12299,200
48.33017,-100.1066,200
46.44241,-97.51081,189
46.41032,-103.05135,198
47.45725,-98.6767,189
47.98137,-101.91474,204
47.55156,-98.79901,189
46.94346,-101.99163,198
47.82849,-100.92907,205
47.08,-102.44,182
46.0319,-102.68892,191
46.4719,-100.91904,191
48.53226,-97.44796,207
48.00931,-103.19828,204
46.48376,-103.07299,204
48.66227,-103.18967,204
47.81939,-100.06967,202
48.07734,-97.86049,197
48.66227,-103.18968,208
46.48644,-102.2027,191
48.16797,-101.01142,204
47.19094,-101.29968,193
46.16632,-97.38129,200
46.08151,-98.41,179
46.08996,-103.18235,186
48.35682,-103.17415,204
48.89421,-102.68716,202
47.42656,-97.83655,188
46.80451,-99.13477,181
46.95574,-97.71925,187
47.97825,-101.91478,207
46.23222,-97.46751,186
48.29617,-98.6544,206
48.70574,-103.19672,204
46.06558,-97.08844,180
48.09382,-99.99928,200
46.52927,-99.24997,187
48.16583,-99.08353,200
47.16822,-99.31571,187
46.48278,-103.65155,190
46.24908,-103.67908,190
46.25334,-97.3526,200
46.22491,-97.47831,200
46.8807,-100.98719,190
48.76942,-103.20242,208
46.68917,-102.34837,197
46.54461,-102.40251,191
46.15252,-96.58022,181
46.41921,-97.68369,181
46.47087,-97.04037,197
46.44213,-97.61999,186
46.24635,-98.0905,185
46.8038,-102.80068,197
47.45427,-97.03351,194
47.65274,-99.4155,185
46.26174,-96.92236,181
46.99608,-97.79114,195
47.47295,-101.57848,196
47.8194,-100.06965,205
46.63012,-96.82405,194
46.25661,-96.74131,200
47.81837,-100.12283,195
46.24934,-97.65363,197
46.54369,-97.67933,181
48.73331,-100.05325,201
48.25275,-99.20027,197
47.03546,-97.21332,187
46.37008,-99.3506,184
47.11165,-101.55323,185
46.55505,-102.97312,190
46.57208,-102.8544,188
48.1432,-98.81117,206
47.92022,-103.1978,204
46.33031,-97.65817,197
48.06799,-99.32954,200
48.51901,-100.0375,201
46.00364,-97.11493,197
47.22221,-100.55909,186
46.754,-100.52104,183
47.37429,-98.17841,188
45.97397,-102.35208,191
48.76384,-98.84687,199
46.76252,-100.96452,194
48.63694,-103.18971,208
47.93455,-100.5211,169
46.47088,-97.04038,186
47.58229,-99.92624,186
46.86155,-103.26303,199
47.11406,-96.83623,194
46.25334,-97.38051,186
46.93445,-98.19502,184
46.15893,-96.97222,187
47.0266,-97.21394,194
46.08064,-97.60681,183
48.76104,-98.08738,193
47.01463,-97.55762,191
46.14511,-96.61609,186
48.80508,-99.26283,189
47.952,-103.19794,204
48.86267,-99.59166,201
48.80492,-97.62447,207
48.91926,-99.53292,187
47.45764,-99.61877,185
47.23149,-96.99818,187
46.06527,-97.09449,186
47.47321,-101.77175,193
48.7057,-103.1968,208
48.39821,-97.89896,199
46.25907,-98.27336,179
46.35509,-98.17049,185
46.27875,-99.37179,187
48.85812,-103.20237,208
46.36689,-103.69712,190
46.15221,-97.11157,181
47.00155,-101.57404,185
47.29586,-96.85818,194
47.16954,-101.80665,188
48.82192,-100.40852,195
46.97694,-96.86441,194
47.10361,-103.91987,186
47.44207,-98.0601,188
47.2,-102.34,188
46.49199,-103.32127,190
